0, 0
1, 1
2, 3
3, 4
4, 6
5, 8
6, 9
7, 12
8, 13
9, 15
10, 17
11, 17
12, 23
13, 23
14, 23
15, 27
16, 28
17, 32
18, 31
19, 32
20, 36
21, 36
22, 37
23, 40
24, 45
25, 43
26, 46
27, 45
28, 48
29, 49
30, 53
