0, 0
1, 1
2, 3
3, 5
4, 7
5, 9
6, 10
7, 11
8, 13
9, 15
10, 21
11, 19
12, 20
13, 21
14, 23
15, 26
16, 26
17, 28
18, 30
19, 32
20, 33
21, 37
22, 36
23, 40
24, 40
25, 42
26, 45
27, 45
28, 50
29, 51
30, 52
