0, 0
1, 1
2, 5
3, 4
4, 12
5, 12
6, 11
7, 12
8, 28
9, 26
10, 25
11, 25
12, 25
13, 26
14, 26
15, 26
16, 52
17, 53
18, 54
19, 53
20, 54
21, 53
22, 54
23, 54
24, 55
25, 55
26, 53
27, 54
28, 54
29, 55
30, 54
