0, 0
1, 1
2, 3
3, 5
4, 7
5, 7
6, 10
7, 13
8, 15
9, 15
10, 17
11, 19
12, 21
13, 22
14, 25
15, 26
16, 28
17, 29
18, 30
19, 34
20, 39
21, 34
22, 38
23, 40
24, 42
25, 43
26, 45
27, 47
28, 49
29, 50
30, 52
